Diagnóstico principal (CIE10MC);Grupo de edad;Intervalos de estancia;Total;;https://datos.gob.es/es/catalogo/ea0010587-altas-hospitalarias-clasificadas-por-intervalos-de-estancia-segun-el-diagnostico-principal-y-el-grupo-de-edad-identificador-api-74882?utm_source=chatgpt.com
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 75 a 84 años;De 31 días a 6 meses;65;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 75 a 84 años;Más de 6 meses;2;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 85 a 89 años;De 1 a 30 días;232;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 85 a 89 años;De 31 días a 6 meses;19;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 85 a 89 años;Más de 6 meses;..;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 90 a 94 años;De 1 a 30 días;137;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 90 a 94 años;De 31 días a 6 meses;6;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 90 a 94 años;Más de 6 meses;1;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 95 años y más;De 1 a 30 días;30;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 95 años y más;De 31 días a 6 meses;1;;
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;de 95 años y más;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;total;De 1 a 30 días;31.550;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;total;De 31 días a 6 meses;271;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;total;Más de 6 meses;5;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;menores de 1 año;De 1 a 30 días;1.175;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;menores de 1 año;De 31 días a 6 meses;4;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;menores de 1 año;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 1 a 4 años;De 1 a 30 días;2.861;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 1 a 4 años;De 31 días a 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 1 a 4 años;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 5 a 14 años;De 1 a 30 días;3.170;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 5 a 14 años;De 31 días a 6 meses;1;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 5 a 14 años;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 15 a 24 años;De 1 a 30 días;1.982;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 15 a 24 años;De 31 días a 6 meses;3;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 15 a 24 años;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 25 a 34 años;De 1 a 30 días;1.673;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 25 a 34 años;De 31 días a 6 meses;6;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 25 a 34 años;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 35 a 44 años;De 1 a 30 días;1.796;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 35 a 44 años;De 31 días a 6 meses;4;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 35 a 44 años;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 45 a 54 años;De 1 a 30 días;2.276;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 45 a 54 años;De 31 días a 6 meses;22;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 45 a 54 años;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 55 a 64 años;De 1 a 30 días;3.144;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 55 a 64 años;De 31 días a 6 meses;32;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 55 a 64 años;Más de 6 meses;1;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 65 a 74 años;De 1 a 30 días;4.288;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 65 a 74 años;De 31 días a 6 meses;50;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 65 a 74 años;Más de 6 meses;1;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 75 a 84 años;De 1 a 30 días;5.011;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 75 a 84 años;De 31 días a 6 meses;78;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 75 a 84 años;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 85 a 89 años;De 1 a 30 días;2.295;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 85 a 89 años;De 31 días a 6 meses;40;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 85 a 89 años;Más de 6 meses;..;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 90 a 94 años;De 1 a 30 días;1.431;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 90 a 94 años;De 31 días a 6 meses;23;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 90 a 94 años;Más de 6 meses;2;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 95 años y más;De 1 a 30 días;450;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 95 años y más;De 31 días a 6 meses;7;;
1110 Otras gastroenteritis, colitis no infecciosas y las no especificadas K52;de 95 años y más;Más de 6 meses;1;;
1111 Obstrucción intestinal sin mención de hernia K56;total;De 1 a 30 días;26.052;;
1111 Obstrucción intestinal sin mención de hernia K56;total;De 31 días a 6 meses;736;;
1111 Obstrucción intestinal sin mención de hernia K56;total;Más de 6 meses;8;;
1111 Obstrucción intestinal sin mención de hernia K56;menores de 1 año;De 1 a 30 días;152;;
1111 Obstrucción intestinal sin mención de hernia K56;menores de 1 año;De 31 días a 6 meses;3;;
1111 Obstrucción intestinal sin mención de hernia K56;menores de 1 año;Más de 6 meses;..;;
1111 Obstrucción intestinal sin mención de hernia K56;de 1 a 4 años;De 1 a 30 días;330;;
1111 Obstrucción intestinal sin mención de hernia K56;de 1 a 4 años;De 31 días a 6 meses;1;;
1111 Obstrucción intestinal sin mención de hernia K56;de 1 a 4 años;Más de 6 meses;..;;
1111 Obstrucción intestinal sin mención de hernia K56;de 5 a 14 años;De 1 a 30 días;353;;
1111 Obstrucción intestinal sin mención de hernia K56;de 5 a 14 años;De 31 días a 6 meses;3;;
1111 Obstrucción intestinal sin mención de hernia K56;de 5 a 14 años;Más de 6 meses;..;;
1111 Obstrucción intestinal sin mención de hernia K56;de 15 a 24 años;De 1 a 30 días;324;;
1111 Obstrucción intestinal sin mención de hernia K56;de 15 a 24 años;De 31 días a 6 meses;2;;
1111 Obstrucción intestinal sin mención de hernia K56;de 15 a 24 años;Más de 6 meses;..;;
1111 Obstrucción intestinal sin mención de hernia K56;de 25 a 34 años;De 1 a 30 días;412;;
1111 Obstrucción intestinal sin mención de hernia K56;de 25 a 34 años;De 31 días a 6 meses;3;;
1111 Obstrucción intestinal sin mención de hernia K56;de 25 a 34 años;Más de 6 meses;..;;
1111 Obstrucción intestinal sin mención de hernia K56;de 35 a 44 años;De 1 a 30 días;1.085;;
1111 Obstrucción intestinal sin mención de hernia K56;de 35 a 44 años;De 31 días a 6 meses;17;;
1111 Obstrucción intestinal sin mención de hernia K56;de 35 a 44 años;Más de 6 meses;..;;
1111 Obstrucción intestinal sin mención de hernia K56;de 45 a 54 años;De 1 a 30 días;2.150;;
1111 Obstrucción intestinal sin mención de hernia K56;de 45 a 54 años;De 31 días a 6 meses;49;;
1111 Obstrucción intestinal sin mención de hernia K56;de 45 a 54 años;Más de 6 meses;1;;
1111 Obstrucción intestinal sin mención de hernia K56;de 55 a 64 años;De 1 a 30 días;3.474;;
1111 Obstrucción intestinal sin mención de hernia K56;de 55 a 64 años;De 31 días a 6 meses;100;;
1111 Obstrucción intestinal sin mención de hernia K56;de 55 a 64 años;Más de 6 meses;2;;
1111 Obstrucción intestinal sin mención de hernia K56;de 65 a 74 años;De 1 a 30 días;4.842;;
1111 Obstrucción intestinal sin mención de hernia K56;de 65 a 74 años;De 31 días a 6 meses;168;;
1111 Obstrucción intestinal sin mención de hernia K56;de 65 a 74 años;Más de 6 meses;1;;
1111 Obstrucción intestinal sin mención de hernia K56;de 75 a 84 años;De 1 a 30 días;6.681;;
1111 Obstrucción intestinal sin mención de hernia K56;de 75 a 84 años;De 31 días a 6 meses;225;;
1111 Obstrucción intestinal sin mención de hernia K56;de 75 a 84 años;Más de 6 meses;3;;
1111 Obstrucción intestinal sin mención de hernia K56;de 85 a 89 años;De 1 a 30 días;3.294;;
1111 Obstrucción intestinal sin mención de hernia K56;de 85 a 89 años;De 31 días a 6 meses;98;;
1111 Obstrucción intestinal sin mención de hernia K56;de 85 a 89 años;Más de 6 meses;..;;
1111 Obstrucción intestinal sin mención de hernia K56;de 90 a 94 años;De 1 a 30 días;2.251;;
1111 Obstrucción intestinal sin mención de hernia K56;de 90 a 94 años;De 31 días a 6 meses;55;;
1111 Obstrucción intestinal sin mención de hernia K56;de 90 a 94 años;Más de 6 meses;1;;
1111 Obstrucción intestinal sin mención de hernia K56;de 95 años y más;De 1 a 30 días;704;;
1111 Obstrucción intestinal sin mención de hernia K56;de 95 años y más;De 31 días a 6 meses;12;;
1111 Obstrucción intestinal sin mención de hernia K56;de 95 años y más;Más de 6 meses;..;;
1112 Divertículos intestinales K57;total;De 1 a 30 días;29.513;;
1112 Divertículos intestinales K57;total;De 31 días a 6 meses;464;;
1112 Divertículos intestinales K57;total;Más de 6 meses;4;;
1112 Divertículos intestinales K57;menores de 1 año;De 1 a 30 días;..;;
1112 Divertículos intestinales K57;menores de 1 año;De 31 días a 6 meses;..;;
1112 Divertículos intestinales K57;menores de 1 año;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 1 a 4 años;De 1 a 30 días;2;;
1112 Divertículos intestinales K57;de 1 a 4 años;De 31 días a 6 meses;..;;
1112 Divertículos intestinales K57;de 1 a 4 años;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 5 a 14 años;De 1 a 30 días;7;;
1112 Divertículos intestinales K57;de 5 a 14 años;De 31 días a 6 meses;..;;
1112 Divertículos intestinales K57;de 5 a 14 años;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 15 a 24 años;De 1 a 30 días;57;;
1112 Divertículos intestinales K57;de 15 a 24 años;De 31 días a 6 meses;..;;
1112 Divertículos intestinales K57;de 15 a 24 años;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 25 a 34 años;De 1 a 30 días;561;;
1112 Divertículos intestinales K57;de 25 a 34 años;De 31 días a 6 meses;1;;
1112 Divertículos intestinales K57;de 25 a 34 años;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 35 a 44 años;De 1 a 30 días;2.444;;
1112 Divertículos intestinales K57;de 35 a 44 años;De 31 días a 6 meses;11;;
1112 Divertículos intestinales K57;de 35 a 44 años;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 45 a 54 años;De 1 a 30 días;5.139;;
1112 Divertículos intestinales K57;de 45 a 54 años;De 31 días a 6 meses;44;;
1112 Divertículos intestinales K57;de 45 a 54 años;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 55 a 64 años;De 1 a 30 días;6.153;;
1112 Divertículos intestinales K57;de 55 a 64 años;De 31 días a 6 meses;70;;
1112 Divertículos intestinales K57;de 55 a 64 años;Más de 6 meses;1;;
1112 Divertículos intestinales K57;de 65 a 74 años;De 1 a 30 días;5.545;;
1112 Divertículos intestinales K57;de 65 a 74 años;De 31 días a 6 meses;114;;
1112 Divertículos intestinales K57;de 65 a 74 años;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 75 a 84 años;De 1 a 30 días;5.581;;
1112 Divertículos intestinales K57;de 75 a 84 años;De 31 días a 6 meses;142;;
1112 Divertículos intestinales K57;de 75 a 84 años;Más de 6 meses;2;;
1112 Divertículos intestinales K57;de 85 a 89 años;De 1 a 30 días;2.389;;
1112 Divertículos intestinales K57;de 85 a 89 años;De 31 días a 6 meses;47;;
1112 Divertículos intestinales K57;de 85 a 89 años;Más de 6 meses;1;;
1112 Divertículos intestinales K57;de 90 a 94 años;De 1 a 30 días;1.307;;
1112 Divertículos intestinales K57;de 90 a 94 años;De 31 días a 6 meses;29;;
1112 Divertículos intestinales K57;de 90 a 94 años;Más de 6 meses;..;;
1112 Divertículos intestinales K57;de 95 años y más;De 1 a 30 días;328;;
1112 Divertículos intestinales K57;de 95 años y más;De 31 días a 6 meses;5;;
1112 Divertículos intestinales K57;de 95 años y más;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;total;De 1 a 30 días;30.924;;
1113 Enfermedades del ano y recto K60-K62;total;De 31 días a 6 meses;195;;
1113 Enfermedades del ano y recto K60-K62;total;Más de 6 meses;5;;
1113 Enfermedades del ano y recto K60-K62;menores de 1 año;De 1 a 30 días;165;;
1113 Enfermedades del ano y recto K60-K62;menores de 1 año;De 31 días a 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;menores de 1 año;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 1 a 4 años;De 1 a 30 días;86;;
1113 Enfermedades del ano y recto K60-K62;de 1 a 4 años;De 31 días a 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 1 a 4 años;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 5 a 14 años;De 1 a 30 días;222;;
1113 Enfermedades del ano y recto K60-K62;de 5 a 14 años;De 31 días a 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 5 a 14 años;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 15 a 24 años;De 1 a 30 días;1.102;;
1113 Enfermedades del ano y recto K60-K62;de 15 a 24 años;De 31 días a 6 meses;2;;
1113 Enfermedades del ano y recto K60-K62;de 15 a 24 años;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 25 a 34 años;De 1 a 30 días;2.569;;
1113 Enfermedades del ano y recto K60-K62;de 25 a 34 años;De 31 días a 6 meses;3;;
1113 Enfermedades del ano y recto K60-K62;de 25 a 34 años;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 35 a 44 años;De 1 a 30 días;4.463;;
1113 Enfermedades del ano y recto K60-K62;de 35 a 44 años;De 31 días a 6 meses;7;;
1113 Enfermedades del ano y recto K60-K62;de 35 a 44 años;Más de 6 meses;1;;
1113 Enfermedades del ano y recto K60-K62;de 45 a 54 años;De 1 a 30 días;5.760;;
1113 Enfermedades del ano y recto K60-K62;de 45 a 54 años;De 31 días a 6 meses;13;;
1113 Enfermedades del ano y recto K60-K62;de 45 a 54 años;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 55 a 64 años;De 1 a 30 días;5.369;;
1113 Enfermedades del ano y recto K60-K62;de 55 a 64 años;De 31 días a 6 meses;25;;
1113 Enfermedades del ano y recto K60-K62;de 55 a 64 años;Más de 6 meses;2;;
1113 Enfermedades del ano y recto K60-K62;de 65 a 74 años;De 1 a 30 días;4.390;;
1113 Enfermedades del ano y recto K60-K62;de 65 a 74 años;De 31 días a 6 meses;38;;
1113 Enfermedades del ano y recto K60-K62;de 65 a 74 años;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 75 a 84 años;De 1 a 30 días;3.948;;
1113 Enfermedades del ano y recto K60-K62;de 75 a 84 años;De 31 días a 6 meses;57;;
1113 Enfermedades del ano y recto K60-K62;de 75 a 84 años;Más de 6 meses;2;;
1113 Enfermedades del ano y recto K60-K62;de 85 a 89 años;De 1 a 30 días;1.587;;
1113 Enfermedades del ano y recto K60-K62;de 85 a 89 años;De 31 días a 6 meses;29;;
1113 Enfermedades del ano y recto K60-K62;de 85 a 89 años;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 90 a 94 años;De 1 a 30 días;983;;
1113 Enfermedades del ano y recto K60-K62;de 90 a 94 años;De 31 días a 6 meses;18;;
1113 Enfermedades del ano y recto K60-K62;de 90 a 94 años;Más de 6 meses;..;;
1113 Enfermedades del ano y recto K60-K62;de 95 años y más;De 1 a 30 días;279;;
1113 Enfermedades del ano y recto K60-K62;de 95 años y más;De 31 días a 6 meses;2;;
1113 Enfermedades del ano y recto K60-K62;de 95 años y más;Más de 6 meses;..;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;total;De 1 a 30 días;21.343;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;total;De 31 días a 6 meses;840;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;total;Más de 6 meses;19;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;menores de 1 año;De 1 a 30 días;45;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;menores de 1 año;De 31 días a 6 meses;6;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;menores de 1 año;Más de 6 meses;1;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 1 a 4 años;De 1 a 30 días;159;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 1 a 4 años;De 31 días a 6 meses;4;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 1 a 4 años;Más de 6 meses;1;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 5 a 14 años;De 1 a 30 días;487;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 5 a 14 años;De 31 días a 6 meses;4;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 5 a 14 años;Más de 6 meses;..;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 15 a 24 años;De 1 a 30 días;322;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 15 a 24 años;De 31 días a 6 meses;10;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 15 a 24 años;Más de 6 meses;..;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 25 a 34 años;De 1 a 30 días;416;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 25 a 34 años;De 31 días a 6 meses;8;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 25 a 34 años;Más de 6 meses;..;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 35 a 44 años;De 1 a 30 días;682;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 35 a 44 años;De 31 días a 6 meses;14;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 35 a 44 años;Más de 6 meses;..;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 45 a 54 años;De 1 a 30 días;1.392;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 45 a 54 años;De 31 días a 6 meses;53;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 45 a 54 años;Más de 6 meses;2;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 55 a 64 años;De 1 a 30 días;2.560;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 55 a 64 años;De 31 días a 6 meses;148;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 55 a 64 años;Más de 6 meses;5;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 65 a 74 años;De 1 a 30 días;4.026;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 65 a 74 años;De 31 días a 6 meses;212;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 65 a 74 años;Más de 6 meses;5;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 75 a 84 años;De 1 a 30 días;5.805;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 75 a 84 años;De 31 días a 6 meses;248;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 75 a 84 años;Más de 6 meses;4;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 85 a 89 años;De 1 a 30 días;3.092;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 85 a 89 años;De 31 días a 6 meses;89;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 85 a 89 años;Más de 6 meses;1;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 90 a 94 años;De 1 a 30 días;1.831;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 90 a 94 años;De 31 días a 6 meses;33;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 90 a 94 años;Más de 6 meses;..;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 95 años y más;De 1 a 30 días;527;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 95 años y más;De 31 días a 6 meses;9;;
1114 Otras enfermedades del intestino K55, K58-K59, K63;de 95 años y más;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;total;De 1 a 30 días;10.955;;
1115 Enfermedad alcohólica del hígado K70;total;De 31 días a 6 meses;644;;
1115 Enfermedad alcohólica del hígado K70;total;Más de 6 meses;12;;
1115 Enfermedad alcohólica del hígado K70;menores de 1 año;De 1 a 30 días;..;;
1115 Enfermedad alcohólica del hígado K70;menores de 1 año;De 31 días a 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;menores de 1 año;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 1 a 4 años;De 1 a 30 días;..;;
1115 Enfermedad alcohólica del hígado K70;de 1 a 4 años;De 31 días a 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 1 a 4 años;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 5 a 14 años;De 1 a 30 días;..;;
1115 Enfermedad alcohólica del hígado K70;de 5 a 14 años;De 31 días a 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 5 a 14 años;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 15 a 24 años;De 1 a 30 días;6;;
1115 Enfermedad alcohólica del hígado K70;de 15 a 24 años;De 31 días a 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 15 a 24 años;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 25 a 34 años;De 1 a 30 días;101;;
1115 Enfermedad alcohólica del hígado K70;de 25 a 34 años;De 31 días a 6 meses;1;;
1115 Enfermedad alcohólica del hígado K70;de 25 a 34 años;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 35 a 44 años;De 1 a 30 días;605;;
1115 Enfermedad alcohólica del hígado K70;de 35 a 44 años;De 31 días a 6 meses;36;;
1115 Enfermedad alcohólica del hígado K70;de 35 a 44 años;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 45 a 54 años;De 1 a 30 días;2.398;;
1115 Enfermedad alcohólica del hígado K70;de 45 a 54 años;De 31 días a 6 meses;127;;
1115 Enfermedad alcohólica del hígado K70;de 45 a 54 años;Más de 6 meses;4;;
1115 Enfermedad alcohólica del hígado K70;de 55 a 64 años;De 1 a 30 días;4.006;;
1115 Enfermedad alcohólica del hígado K70;de 55 a 64 años;De 31 días a 6 meses;250;;
1115 Enfermedad alcohólica del hígado K70;de 55 a 64 años;Más de 6 meses;3;;
1115 Enfermedad alcohólica del hígado K70;de 65 a 74 años;De 1 a 30 días;2.703;;
1115 Enfermedad alcohólica del hígado K70;de 65 a 74 años;De 31 días a 6 meses;183;;
1115 Enfermedad alcohólica del hígado K70;de 65 a 74 años;Más de 6 meses;4;;
1115 Enfermedad alcohólica del hígado K70;de 75 a 84 años;De 1 a 30 días;1.001;;
1115 Enfermedad alcohólica del hígado K70;de 75 a 84 años;De 31 días a 6 meses;44;;
1115 Enfermedad alcohólica del hígado K70;de 75 a 84 años;Más de 6 meses;1;;
1115 Enfermedad alcohólica del hígado K70;de 85 a 89 años;De 1 a 30 días;117;;
1115 Enfermedad alcohólica del hígado K70;de 85 a 89 años;De 31 días a 6 meses;3;;
1115 Enfermedad alcohólica del hígado K70;de 85 a 89 años;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 90 a 94 años;De 1 a 30 días;16;;
1115 Enfermedad alcohólica del hígado K70;de 90 a 94 años;De 31 días a 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 90 a 94 años;Más de 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 95 años y más;De 1 a 30 días;3;;
1115 Enfermedad alcohólica del hígado K70;de 95 años y más;De 31 días a 6 meses;..;;
1115 Enfermedad alcohólica del hígado K70;de 95 años y más;Más de 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;total;De 1 a 30 días;17.390;;
1116 Otras enfermedades del hígado K71-K77;total;De 31 días a 6 meses;669;;
1116 Otras enfermedades del hígado K71-K77;total;Más de 6 meses;7;;
1116 Otras enfermedades del hígado K71-K77;menores de 1 año;De 1 a 30 días;33;;
1116 Otras enfermedades del hígado K71-K77;menores de 1 año;De 31 días a 6 meses;6;;
1116 Otras enfermedades del hígado K71-K77;menores de 1 año;Más de 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;de 1 a 4 años;De 1 a 30 días;81;;
1116 Otras enfermedades del hígado K71-K77;de 1 a 4 años;De 31 días a 6 meses;2;;
1116 Otras enfermedades del hígado K71-K77;de 1 a 4 años;Más de 6 meses;1;;
1116 Otras enfermedades del hígado K71-K77;de 5 a 14 años;De 1 a 30 días;216;;
1116 Otras enfermedades del hígado K71-K77;de 5 a 14 años;De 31 días a 6 meses;6;;
1116 Otras enfermedades del hígado K71-K77;de 5 a 14 años;Más de 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;de 15 a 24 años;De 1 a 30 días;291;;
1116 Otras enfermedades del hígado K71-K77;de 15 a 24 años;De 31 días a 6 meses;5;;
1116 Otras enfermedades del hígado K71-K77;de 15 a 24 años;Más de 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;de 25 a 34 años;De 1 a 30 días;384;;
1116 Otras enfermedades del hígado K71-K77;de 25 a 34 años;De 31 días a 6 meses;10;;
1116 Otras enfermedades del hígado K71-K77;de 25 a 34 años;Más de 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;de 35 a 44 años;De 1 a 30 días;914;;
1116 Otras enfermedades del hígado K71-K77;de 35 a 44 años;De 31 días a 6 meses;27;;
1116 Otras enfermedades del hígado K71-K77;de 35 a 44 años;Más de 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;de 45 a 54 años;De 1 a 30 días;2.325;;
1116 Otras enfermedades del hígado K71-K77;de 45 a 54 años;De 31 días a 6 meses;72;;
1116 Otras enfermedades del hígado K71-K77;de 45 a 54 años;Más de 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;de 55 a 64 años;De 1 a 30 días;4.383;;
1116 Otras enfermedades del hígado K71-K77;de 55 a 64 años;De 31 días a 6 meses;179;;
1116 Otras enfermedades del hígado K71-K77;de 55 a 64 años;Más de 6 meses;2;;
1116 Otras enfermedades del hígado K71-K77;de 65 a 74 años;De 1 a 30 días;4.588;;
1116 Otras enfermedades del hígado K71-K77;de 65 a 74 años;De 31 días a 6 meses;186;;
