Diagnóstico principal (CIE10MC);Grupo de edad;Intervalos de estancia;Total;;https://datos.gob.es/es/catalogo/ea0010587-altas-hospitalarias-clasificadas-por-intervalos-de-estancia-segun-el-diagnostico-principal-y-el-grupo-de-edad-identificador-api-74882?utm_source=chatgpt.com
1116 Otras enfermedades del hígado K71-K77;de 65 a 74 años;Más de 6 meses;1;;
1116 Otras enfermedades del hígado K71-K77;de 75 a 84 años;De 1 a 30 días;3.175;;
1116 Otras enfermedades del hígado K71-K77;de 75 a 84 años;De 31 días a 6 meses;138;;
1116 Otras enfermedades del hígado K71-K77;de 75 a 84 años;Más de 6 meses;1;;
1116 Otras enfermedades del hígado K71-K77;de 85 a 89 años;De 1 a 30 días;712;;
1116 Otras enfermedades del hígado K71-K77;de 85 a 89 años;De 31 días a 6 meses;29;;
1116 Otras enfermedades del hígado K71-K77;de 85 a 89 años;Más de 6 meses;2;;
1116 Otras enfermedades del hígado K71-K77;de 90 a 94 años;De 1 a 30 días;249;;
1116 Otras enfermedades del hígado K71-K77;de 90 a 94 años;De 31 días a 6 meses;9;;
1116 Otras enfermedades del hígado K71-K77;de 90 a 94 años;Más de 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;de 95 años y más;De 1 a 30 días;39;;
1116 Otras enfermedades del hígado K71-K77;de 95 años y más;De 31 días a 6 meses;..;;
1116 Otras enfermedades del hígado K71-K77;de 95 años y más;Más de 6 meses;..;;
1117 Colelitiasis K80;total;De 1 a 30 días;103.132;;
1117 Colelitiasis K80;total;De 31 días a 6 meses;761;;
1117 Colelitiasis K80;total;Más de 6 meses;4;;
1117 Colelitiasis K80;menores de 1 año;De 1 a 30 días;13;;
1117 Colelitiasis K80;menores de 1 año;De 31 días a 6 meses;1;;
1117 Colelitiasis K80;menores de 1 año;Más de 6 meses;..;;
1117 Colelitiasis K80;de 1 a 4 años;De 1 a 30 días;17;;
1117 Colelitiasis K80;de 1 a 4 años;De 31 días a 6 meses;..;;
1117 Colelitiasis K80;de 1 a 4 años;Más de 6 meses;..;;
1117 Colelitiasis K80;de 5 a 14 años;De 1 a 30 días;251;;
1117 Colelitiasis K80;de 5 a 14 años;De 31 días a 6 meses;..;;
1117 Colelitiasis K80;de 5 a 14 años;Más de 6 meses;..;;
1117 Colelitiasis K80;de 15 a 24 años;De 1 a 30 días;1.741;;
1117 Colelitiasis K80;de 15 a 24 años;De 31 días a 6 meses;1;;
1117 Colelitiasis K80;de 15 a 24 años;Más de 6 meses;..;;
1117 Colelitiasis K80;de 25 a 34 años;De 1 a 30 días;5.430;;
1117 Colelitiasis K80;de 25 a 34 años;De 31 días a 6 meses;7;;
1117 Colelitiasis K80;de 25 a 34 años;Más de 6 meses;..;;
1117 Colelitiasis K80;de 35 a 44 años;De 1 a 30 días;10.414;;
1117 Colelitiasis K80;de 35 a 44 años;De 31 días a 6 meses;19;;
1117 Colelitiasis K80;de 35 a 44 años;Más de 6 meses;..;;
1117 Colelitiasis K80;de 45 a 54 años;De 1 a 30 días;15.923;;
1117 Colelitiasis K80;de 45 a 54 años;De 31 días a 6 meses;36;;
1117 Colelitiasis K80;de 45 a 54 años;Más de 6 meses;..;;
1117 Colelitiasis K80;de 55 a 64 años;De 1 a 30 días;18.368;;
1117 Colelitiasis K80;de 55 a 64 años;De 31 días a 6 meses;93;;
1117 Colelitiasis K80;de 55 a 64 años;Más de 6 meses;1;;
1117 Colelitiasis K80;de 65 a 74 años;De 1 a 30 días;19.839;;
1117 Colelitiasis K80;de 65 a 74 años;De 31 días a 6 meses;152;;
1117 Colelitiasis K80;de 65 a 74 años;Más de 6 meses;1;;
1117 Colelitiasis K80;de 75 a 84 años;De 1 a 30 días;19.543;;
1117 Colelitiasis K80;de 75 a 84 años;De 31 días a 6 meses;219;;
1117 Colelitiasis K80;de 75 a 84 años;Más de 6 meses;2;;
1117 Colelitiasis K80;de 85 a 89 años;De 1 a 30 días;6.912;;
1117 Colelitiasis K80;de 85 a 89 años;De 31 días a 6 meses;131;;
1117 Colelitiasis K80;de 85 a 89 años;Más de 6 meses;..;;
1117 Colelitiasis K80;de 90 a 94 años;De 1 a 30 días;3.707;;
1117 Colelitiasis K80;de 90 a 94 años;De 31 días a 6 meses;82;;
1117 Colelitiasis K80;de 90 a 94 años;Más de 6 meses;..;;
1117 Colelitiasis K80;de 95 años y más;De 1 a 30 días;974;;
1117 Colelitiasis K80;de 95 años y más;De 31 días a 6 meses;19;;
1117 Colelitiasis K80;de 95 años y más;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;total;De 1 a 30 días;31.526;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;total;De 31 días a 6 meses;656;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;total;Más de 6 meses;3;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;menores de 1 año;De 1 a 30 días;70;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;menores de 1 año;De 31 días a 6 meses;1;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;menores de 1 año;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 1 a 4 años;De 1 a 30 días;54;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 1 a 4 años;De 31 días a 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 1 a 4 años;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 5 a 14 años;De 1 a 30 días;96;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 5 a 14 años;De 31 días a 6 meses;2;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 5 a 14 años;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 15 a 24 años;De 1 a 30 días;255;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 15 a 24 años;De 31 días a 6 meses;2;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 15 a 24 años;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 25 a 34 años;De 1 a 30 días;757;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 25 a 34 años;De 31 días a 6 meses;3;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 25 a 34 años;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 35 a 44 años;De 1 a 30 días;1.785;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 35 a 44 años;De 31 días a 6 meses;11;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 35 a 44 años;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 45 a 54 años;De 1 a 30 días;3.400;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 45 a 54 años;De 31 días a 6 meses;45;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 45 a 54 años;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 55 a 64 años;De 1 a 30 días;5.278;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 55 a 64 años;De 31 días a 6 meses;93;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 55 a 64 años;Más de 6 meses;1;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 65 a 74 años;De 1 a 30 días;6.876;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 65 a 74 años;De 31 días a 6 meses;141;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 65 a 74 años;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 75 a 84 años;De 1 a 30 días;7.612;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 75 a 84 años;De 31 días a 6 meses;191;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 75 a 84 años;Más de 6 meses;..;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 85 a 89 años;De 1 a 30 días;3.124;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 85 a 89 años;De 31 días a 6 meses;98;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 85 a 89 años;Más de 6 meses;1;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 90 a 94 años;De 1 a 30 días;1.758;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 90 a 94 años;De 31 días a 6 meses;60;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 90 a 94 años;Más de 6 meses;1;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 95 años y más;De 1 a 30 días;462;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 95 años y más;De 31 días a 6 meses;10;;
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83;de 95 años y más;Más de 6 meses;..;;
1119 Enfermedades pancreáticas K85-K87;total;De 1 a 30 días;35.159;;
1119 Enfermedades pancreáticas K85-K87;total;De 31 días a 6 meses;971;;
1119 Enfermedades pancreáticas K85-K87;total;Más de 6 meses;23;;
1119 Enfermedades pancreáticas K85-K87;menores de 1 año;De 1 a 30 días;2;;
1119 Enfermedades pancreáticas K85-K87;menores de 1 año;De 31 días a 6 meses;1;;
1119 Enfermedades pancreáticas K85-K87;menores de 1 año;Más de 6 meses;..;;
1119 Enfermedades pancreáticas K85-K87;de 1 a 4 años;De 1 a 30 días;57;;
1119 Enfermedades pancreáticas K85-K87;de 1 a 4 años;De 31 días a 6 meses;..;;
1119 Enfermedades pancreáticas K85-K87;de 1 a 4 años;Más de 6 meses;..;;
1119 Enfermedades pancreáticas K85-K87;de 5 a 14 años;De 1 a 30 días;183;;
1119 Enfermedades pancreáticas K85-K87;de 5 a 14 años;De 31 días a 6 meses;2;;
1119 Enfermedades pancreáticas K85-K87;de 5 a 14 años;Más de 6 meses;..;;
1119 Enfermedades pancreáticas K85-K87;de 15 a 24 años;De 1 a 30 días;749;;
1119 Enfermedades pancreáticas K85-K87;de 15 a 24 años;De 31 días a 6 meses;10;;
1119 Enfermedades pancreáticas K85-K87;de 15 a 24 años;Más de 6 meses;..;;
1119 Enfermedades pancreáticas K85-K87;de 25 a 34 años;De 1 a 30 días;1.576;;
1119 Enfermedades pancreáticas K85-K87;de 25 a 34 años;De 31 días a 6 meses;20;;
1119 Enfermedades pancreáticas K85-K87;de 25 a 34 años;Más de 6 meses;..;;
1119 Enfermedades pancreáticas K85-K87;de 35 a 44 años;De 1 a 30 días;3.437;;
1119 Enfermedades pancreáticas K85-K87;de 35 a 44 años;De 31 días a 6 meses;87;;
1119 Enfermedades pancreáticas K85-K87;de 35 a 44 años;Más de 6 meses;2;;
1119 Enfermedades pancreáticas K85-K87;de 45 a 54 años;De 1 a 30 días;5.686;;
1119 Enfermedades pancreáticas K85-K87;de 45 a 54 años;De 31 días a 6 meses;148;;
1119 Enfermedades pancreáticas K85-K87;de 45 a 54 años;Más de 6 meses;4;;
1119 Enfermedades pancreáticas K85-K87;de 55 a 64 años;De 1 a 30 días;6.762;;
1119 Enfermedades pancreáticas K85-K87;de 55 a 64 años;De 31 días a 6 meses;215;;
1119 Enfermedades pancreáticas K85-K87;de 55 a 64 años;Más de 6 meses;5;;
1119 Enfermedades pancreáticas K85-K87;de 65 a 74 años;De 1 a 30 días;6.158;;
1119 Enfermedades pancreáticas K85-K87;de 65 a 74 años;De 31 días a 6 meses;217;;
1119 Enfermedades pancreáticas K85-K87;de 65 a 74 años;Más de 6 meses;3;;
1119 Enfermedades pancreáticas K85-K87;de 75 a 84 años;De 1 a 30 días;6.054;;
1119 Enfermedades pancreáticas K85-K87;de 75 a 84 años;De 31 días a 6 meses;177;;
1119 Enfermedades pancreáticas K85-K87;de 75 a 84 años;Más de 6 meses;3;;
1119 Enfermedades pancreáticas K85-K87;de 85 a 89 años;De 1 a 30 días;2.600;;
1119 Enfermedades pancreáticas K85-K87;de 85 a 89 años;De 31 días a 6 meses;53;;
1119 Enfermedades pancreáticas K85-K87;de 85 a 89 años;Más de 6 meses;2;;
1119 Enfermedades pancreáticas K85-K87;de 90 a 94 años;De 1 a 30 días;1.481;;
1119 Enfermedades pancreáticas K85-K87;de 90 a 94 años;De 31 días a 6 meses;34;;
1119 Enfermedades pancreáticas K85-K87;de 90 a 94 años;Más de 6 meses;3;;
1119 Enfermedades pancreáticas K85-K87;de 95 años y más;De 1 a 30 días;416;;
1119 Enfermedades pancreáticas K85-K87;de 95 años y más;De 31 días a 6 meses;8;;
1119 Enfermedades pancreáticas K85-K87;de 95 años y más;Más de 6 meses;1;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;total;De 1 a 30 días;51.138;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;total;De 31 días a 6 meses;1.253;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;total;Más de 6 meses;22;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;menores de 1 año;De 1 a 30 días;201;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;menores de 1 año;De 31 días a 6 meses;8;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;menores de 1 año;Más de 6 meses;..;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 1 a 4 años;De 1 a 30 días;287;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 1 a 4 años;De 31 días a 6 meses;7;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 1 a 4 años;Más de 6 meses;..;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 5 a 14 años;De 1 a 30 días;577;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 5 a 14 años;De 31 días a 6 meses;6;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 5 a 14 años;Más de 6 meses;1;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 15 a 24 años;De 1 a 30 días;807;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 15 a 24 años;De 31 días a 6 meses;7;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 15 a 24 años;Más de 6 meses;..;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 25 a 34 años;De 1 a 30 días;1.918;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 25 a 34 años;De 31 días a 6 meses;20;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 25 a 34 años;Más de 6 meses;..;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 35 a 44 años;De 1 a 30 días;4.512;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 35 a 44 años;De 31 días a 6 meses;40;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 35 a 44 años;Más de 6 meses;..;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 45 a 54 años;De 1 a 30 días;7.338;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 45 a 54 años;De 31 días a 6 meses;109;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 45 a 54 años;Más de 6 meses;3;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 55 a 64 años;De 1 a 30 días;8.954;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 55 a 64 años;De 31 días a 6 meses;251;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 55 a 64 años;Más de 6 meses;4;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 65 a 74 años;De 1 a 30 días;9.547;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 65 a 74 años;De 31 días a 6 meses;328;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 65 a 74 años;Más de 6 meses;3;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 75 a 84 años;De 1 a 30 días;9.609;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 75 a 84 años;De 31 días a 6 meses;312;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 75 a 84 años;Más de 6 meses;7;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 85 a 89 años;De 1 a 30 días;4.114;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 85 a 89 años;De 31 días a 6 meses;106;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 85 a 89 años;Más de 6 meses;4;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 90 a 94 años;De 1 a 30 días;2.454;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 90 a 94 años;De 31 días a 6 meses;48;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 90 a 94 años;Más de 6 meses;..;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 95 años y más;De 1 a 30 días;820;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 95 años y más;De 31 días a 6 meses;11;;
1120 Otras enfermedades del aparato digestivo Resto de K00-K95;de 95 años y más;Más de 6 meses;..;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;total;De 1 a 30 días;55.837;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;total;De 31 días a 6 meses;2.207;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;total;Más de 6 meses;129;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;menores de 1 año;De 1 a 30 días;667;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;menores de 1 año;De 31 días a 6 meses;1;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;menores de 1 año;Más de 6 meses;..;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 1 a 4 años;De 1 a 30 días;2.341;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 1 a 4 años;De 31 días a 6 meses;..;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 1 a 4 años;Más de 6 meses;..;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 5 a 14 años;De 1 a 30 días;2.892;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 5 a 14 años;De 31 días a 6 meses;5;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 5 a 14 años;Más de 6 meses;2;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 15 a 24 años;De 1 a 30 días;3.986;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 15 a 24 años;De 31 días a 6 meses;17;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 15 a 24 años;Más de 6 meses;2;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 25 a 34 años;De 1 a 30 días;3.871;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 25 a 34 años;De 31 días a 6 meses;34;;
1200 ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO L00-L99;de 25 a 34 años;Más de 6 meses;2;;
